-281093.500,-24078.016,24406.766,260814.297,183366.031,230617.531,212098.844,35735.793,0.515,0.557,0.661,0.000,0.000,0.000,80.000,1.000,1.000
-29532.646,1146.466,472.158,-539.214,-910.074,20761.553,7707.150,1509.458,0.520,0.574,0.662,0.000,0.000,0.000,80.000,2.000,1.000
-3768.147,0.000,0.000,-7.957,-1595.021,5087.436,0.536,0.000,0.522,0.578,0.663,0.000,0.000,0.000,80.000,3.000,1.000
-4689.575,0.000,0.000,-2290.965,-2214.521,1638.025,-140.637,0.000,0.524,0.579,0.663,0.000,0.000,0.000,80.000,4.000,1.000
-4255.951,0.000,0.000,-4536.958,-2489.537,-261.247,-846.684,0.000,0.521,0.579,0.665,0.000,0.000,0.000,80.000,5.000,1.000
-3453.523,0.000,0.000,-1793.146,-2292.753,-2012.193,-1728.863,0.000,0.520,0.578,0.663,-4.669,-5.615,5.005,80.000,6.000,1.000
-2712.071,-0.089,0.000,-2200.485,-2200.306,-2024.263,-2392.620,20.653,0.521,0.580,0.660,-2.716,-1.801,1.678,80.000,7.000,1.000
-2214.700,-72.777,0.000,-2177.865,-1834.631,-2027.214,-2081.484,475.377,0.521,0.579,0.660,-2.197,-0.610,0.885,80.000,8.000,1.000
-1689.524,-839.442,97.722,-1561.314,-1453.489,-1605.392,-1628.459,1504.272,0.521,0.578,0.658,-1.953,-0.122,0.610,80.000,9.000,1.000
-1238.555,-1087.547,876.367,-1228.184,-1083.076,-1210.481,-1189.917,2716.095,0.520,0.577,0.656,-1.862,0.031,0.519,80.000,10.000,1.000
-921.428,-773.907,775.069,-994.921,-792.235,-940.830,-847.221,2185.554,0.521,0.579,0.660,-1.770,0.000,0.549,80.000,11.000,1.000
-737.250,-588.924,-488.252,-809.848,-597.865,-813.246,-624.240,138.223,0.522,0.580,0.661,-1.770,0.122,0.580,80.000,12.000,1.000
-641.853,-515.074,-556.201,-724.733,-464.827,-816.286,-467.777,-82.433,0.522,0.579,0.661,-1.709,0.061,0.641,80.000,13.000,1.000
-611.723,-532.329,-496.835,-715.077,-375.599,-925.183,-332.236,-4.113,0.524,0.580,0.664,-1.770,0.031,0.641,80.000,14.000,1.000
-666.261,-682.354,-508.189,-768.632,-316.590,-1183.659,-182.480,-0.983,0.523,0.579,0.664,-1.678,0.092,0.519,80.000,15.000,1.000
-735.730,-814.051,-556.648,-656.337,-286.102,-1238.376,-119.448,-7.778,0.522,0.581,0.665,-1.801,0.061,0.488,80.000,16.000,1.000
-553.161,-636.220,-448.108,-501.216,-163.883,-811.637,-97.007,-23.156,0.522,0.580,0.663,-1.892,0.122,0.305,80.000,17.000,1.000
-360.489,-484.228,-344.306,-381.410,-159.591,-618.339,-227.004,-104.070,0.525,0.580,0.658,-1.862,0.153,0.336,80.000,18.000,1.000
-238.806,-257.582,-270.993,-254.452,-215.828,-267.237,-264.555,-154.942,0.526,0.580,0.659,-1.801,0.122,0.397,80.000,19.000,1.000
-192.851,-194.550,-210.643,-209.123,-191.331,-187.397,-235.409,-145.018,0.525,0.579,0.660,-1.648,0.183,0.427,80.000,20.000,1.000
-185.072,-183.910,-199.556,-201.523,-184.089,-178.188,-226.826,-140.458,0.524,0.580,0.657,-1.770,0.153,0.397,80.000,21.000,1.000
-179.261,-178.903,-193.208,-196.427,-178.635,-173.181,-220.478,-137.240,0.523,0.578,0.659,-1.770,0.092,0.488,80.000,22.000,1.000
-174.344,-174.522,-187.308,-191.689,-174.075,-169.784,-214.398,-134.736,0.522,0.579,0.659,-1.801,0.092,0.610,80.000,23.000,1.000
-169.784,-170.320,-182.480,-186.592,-169.605,-166.386,-208.944,-132.769,0.523,0.579,0.661,-1.831,0.061,0.641,80.000,24.000,1.000
-165.850,-166.476,-177.830,-182.658,-165.492,-162.989,-203.580,-130.892,0.521,0.578,0.661,-1.862,0.031,0.519,80.000,25.000,1.000
-162.184,-163.525,-173.986,-179.350,-161.916,-160.307,-198.841,-129.372,0.522,0.578,0.659,-1.801,0.122,0.458,80.000,26.000,1.000
-158.608,-160.396,-169.963,-176.132,-158.787,-157.803,-194.460,-128.120,0.524,0.578,0.661,-1.862,0.122,0.458,80.000,27.000,1.000
-155.479,-157.267,-166.208,-172.913,-155.658,-155.211,-190.169,-126.869,0.523,0.580,0.661,-1.831,0.031,0.458,80.000,28.000,1.000
-152.528,-154.763,-163.347,-169.873,-152.439,-152.975,-186.414,-125.259,0.520,0.579,0.660,-1.831,0.000,0.397,80.000,29.000,1.000
-149.936,-152.260,-160.486,-167.102,-149.667,-150.651,-182.748,-124.723,0.521,0.577,0.659,-1.801,0.153,0.488,80.000,30.000,1.000
-147.253,-149.936,-157.714,-165.045,-147.164,-148.416,-178.993,-123.560,0.524,0.577,0.658,-1.709,0.122,0.488,80.000,31.000,1.000
-145.018,-147.611,-155.032,-162.631,-145.197,-146.449,-175.417,-122.398,0.524,0.577,0.662,-1.740,0.122,0.610,80.000,32.000,1.000
-142.783,-145.555,-152.975,-160.575,-143.230,-144.929,-172.108,-121.146,0.522,0.577,0.667,-1.740,0.092,0.519,80.000,33.000,1.000
-141.263,-144.303,-150.830,-158.519,-140.995,-143.319,-169.784,-120.342,0.522,0.579,0.667,-1.740,0.153,0.458,80.000,34.000,1.000
-139.564,-142.515,-148.773,-156.552,-139.117,-141.621,-167.280,-119.984,0.522,0.581,0.666,-1.801,0.092,0.336,80.000,35.000,1.000
-137.597,-140.637,-146.985,-154.585,-137.329,-140.101,-164.241,-119.090,0.522,0.579,0.662,-1.892,0.153,0.336,80.000,36.000,1.000
