1714639823609898400,1
1714639836311993900,1
1714639875472200100,1
1714639900831892100,1
1714639914013936300,1
1714639926845050300,1
1714639939734738400,1
1714639952619831700,1
1714639965495386100,1
1714639978649572800,1
1714639991346620100,1
1714640004175666100,1
1714640017057894600,1
1714640029786933200,1
1714640042654932900,1
1714640068123244100,1
1714640080986246200,1
1714640093698330200,1
1714640106753331300,1
1714640158277489400,1
1714640171723007400,1
1714640197295044800,1
1714640210328090500,1
1714640236009893100,1
1714640248859932000,1
1714640261742015300,1
1714640274403014400,1
1714640299938179100,1
1714640325719022900,1
1714640364426094800,1
1714640390084014200,1
1714640403210050700,1
1714640416287116100,1
1714640429737188800,1
1714640456102991000,1
1714640481940154100,1
1714640494694183400,1
1714640507728257900,1
1714640520497345100,1
1714640546426485100,1
1714640572267827700,1
1714640597894110900,1
1714640623872276100,1
1714640637007188400,1
1714640649818710500,1
1714640662473821500,1
1714640688554891900,1
1714640701597095200,1
1714640714309091800,1
1714640727175093300,1
1714640740555641000,1
