1715520523435509800,1
1715520536517552500,1
1715520549853551600,1
1715520563054188200,1
1715520576057549300,1
1715520602482724800,1
1715520615729244000,1
1715520655323444700,1
1715520668347516500,1
1715520681670064200,1
1715520694841546100,1
1715520708027157100,1
1715520721163783700,1
1715520734316915500,1
1715520747877001600,1
1715520773862039600,1
1715520786899040400,1
1715520800246074600,1
1715520813709111000,1
1715520826500188900,1
1715520839464698700,1
1715520852749252400,1
1715520865855768900,1
1715520892345842700,1
1715520918779887200,1
1715520931832971000,1
1715520958336142000,1
1715520971775953600,1
1715520997790689100,1
1715521011211692400,1
1715521036804724700,1
1715521049986757100,1
1715521063200756700,1
1715521076622838200,1
1715521102559942200,1
1715521128733511600,1
1715521181379071000,1
1715521220901623100,1
1715521233789334700,1
1715521246926278400,1
